# MAE takes the multiplication factor of 2 for avg(|(Target)-(Reconstrcted)|)
Airfoil_name,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,MAE
AH 81-K-144 W-F KLAPPE,1,0,0,0,0,0,0,0,0,0,0,0,0
AH 93-W-480B,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEN AIRFOIL,0,0,1,0,0,0,0,0,0,0,0,0,0
E195  (11.82%),0,0,0,1,0,0,0,0,0,0,0,0,0
EPPLER 664 (EXTENDED) AIRFOIL,0,0,0,0,1,0,0,0,0,0,0,0,0
EPPLER 864 STRUT AIRFOIL,0,0,0,0,0,1,0,0,0,0,0,0,0
FX 79-W-660A,0,0,0,0,0,0,1,0,0,0,0,0,0
GOE 531 AIRFOIL,0,0,0,0,0,0,0,1,0,0,0,0,0
Griffith 30% Suction Airfoil,0,0,0,0,0,0,0,0,1,0,0,0,0
RONCZ R1145MS MAIN ELEMENT,0,0,0,0,0,0,0,0,0,1,0,0,0
S9104,0,0,0,0,0,0,0,0,0,0,1,0,0
MH 18  11.16%,0.053301,-0.029124,0.067996,1.008911,-0.008648,-0.089466,0.028745,0.061407,0.064315,-0.051492,-0.109108,0.003163,0.001140834
BELL/WORTMANN FX 69-H-083 AIRFOIL,0.047817,0.010449,0.075667,1.127965,-0.000161,-0.208365,0.018795,-0.070341,0.034681,0.006156,-0.053863,0.011199,0.00114292
GOE 285 AIRFOIL,0.166953,0.028002,0.14366,0.649669,0.032802,-0.136376,0.011301,-0.00245,0.032887,0.046163,0.037062,-0.009673,0.00114477
EPPLER 420 AIRFOIL,-0.059457,0.002031,0.245814,0.070957,0.060629,0.142479,-0.015233,0.284956,-0.015842,-0.037171,0.195738,0.1251,0.00114634
GOE 584 AIRFOIL,0.007654,0.000197,0.165431,0.641581,0.009821,0.024983,-0.004712,0.116507,0.024689,-0.001182,0.008089,0.006943,0.001146546
NACA M18,0.024885,-0.000093,0.306467,0.623101,-0.014671,-0.078568,0.019186,0.066087,0.049821,0.042895,-0.081854,0.042745,0.001149256
EPPLER 598 AIRFOIL,0.008292,0.035749,0.347839,0.571674,0.031852,0.105176,-0.088727,0.072433,-0.026263,-0.005827,-0.121393,0.069194,0.001151068
GOE 277 (DAIMLER VIII) AIRFOIL,0.138228,0.009801,0.188848,0.852013,0.012404,-0.242473,0.02111,0.02221,0.017186,0.00812,0.028983,-0.05643,0.001154932
GOE 623 AIRFOIL,0.080953,0.001503,0.089734,0.781635,0.011533,-0.070403,0.022953,0.022524,0.017208,0.021454,0.014303,0.006603,0.001155346
SPICA  11.73% smoothed,-0.030618,-0.000001,0.230155,0.710775,0.024766,-0.002267,0.00019,0.047088,0.009966,-0.001143,0.000298,0.01079,0.001157394
S7055 (10.5%) Flat-Bottomed,0.058815,0.000038,0.06821,0.928812,0.016217,-0.116272,0.020568,-0.002565,0.01349,0.012561,0.003236,-0.003111,0.001159672
EPPLER 434 AIRFOIL,-0.026101,0.000412,0.08263,0.711431,0.066893,-0.076158,0.009127,0.057762,0.156064,0.018356,-0.00401,0.003596,0.001162174
DAE-51 AIRFOIL,0.03313,0.011087,-0.017472,0.995611,0.0371,-0.11483,-0.003775,0.023824,-0.000597,0.018005,0.038595,-0.020681,0.001164856
NACA M4 AIRFOIL,0.026282,0.100632,0.16618,1.137883,-0.000008,-0.228319,-0.053079,-0.124936,-0.00977,0.02494,-0.087024,0.04722,0.001165826
GOE 336 (MVA H.44) AIRFOIL,0.022018,0.002097,0.343097,0.623166,0.01824,-0.175559,0.028379,0.078236,0.003055,0.028428,-0.057053,0.085895,0.001166528
GOE 517 AIRFOIL,0.109929,-0.008168,0.172449,0.896182,0.012868,-0.281512,0.033207,0.057641,0.016189,0.019829,-0.010939,-0.017675,0.001167004
GOE 451 AIRFOIL,0.019607,0.00683,0.097796,1.1206,-0.010839,-0.309962,0.01119,0.091241,-0.017539,0.000561,0.016488,-0.025974,0.001168874
NACA 64(1)-112,0.006465,0.00646,-0.111967,1.256744,0.006336,-0.028439,-0.006703,-0.163226,0.053095,0.021322,0.001143,-0.04123,0.001172204
EPPLER 715 AIRFOIL,-0.077338,0.007649,0.023447,0.980557,-0.013377,0.310515,-0.066311,0.028358,-0.078961,-0.052577,-0.057633,-0.004328,0.001173158
GOE 527 AIRFOIL,0.035258,-0.00115,0.223898,0.335922,0.076182,0.138768,-0.006785,0.169968,0.038328,-0.011174,-0.007949,0.008734,0.0011749
GOE 604 AIRFOIL,0.111361,0.002909,0.298008,0.168963,0.102244,0.186025,-0.018198,0.125661,0.026784,-0.00298,-0.053377,0.052601,0.001174902
GOE 590 AIRFOIL,0.001052,-0.005531,0.255874,0.981977,-0.007386,-0.277492,0.023395,-0.043064,0.022932,0.020376,-0.068889,0.096757,0.001177448
GOE 796 AIRFOIL,0.130613,-0.000898,0.006118,0.827593,0.00445,-0.150616,0.049939,0.032504,0.038197,0.039425,0.040038,-0.017362,0.00118155
GOE 436 AIRFOIL,0.172977,0.003398,0.127262,0.700198,0.036705,-0.172494,0.027996,-0.015105,0.046983,0.030777,0.056343,-0.015041,0.001182048
NACA 6412,0.02786,0.00169,0.078141,0.663578,0.009473,-0.06723,0.025825,0.114363,0.027674,0.002151,0.107578,0.008895,0.001182866
GOE 438 AIRFOIL,0.166828,0.005084,0.128101,0.67807,0.063424,-0.161252,0.022349,-0.006957,0.030392,0.048958,0.042844,-0.017842,0.00118612
NACA M17 AIRFOIL,0.036153,-0.004926,0.305414,0.80472,0.016399,-0.191115,0.017868,0.036949,0.017278,0.016544,-0.143699,0.088414,0.001188162
DF 101 AIRFOIL,0.199519,0.004647,-0.047467,0.865695,0.081331,-0.137265,0.012443,-0.031139,-0.00211,0.079791,-0.032877,0.007432,0.001189
NACA 63(3)-618,-0.114525,0.009955,-0.081131,0.788264,0.064397,0.251798,-0.035053,-0.067859,0.092787,-0.010113,0.150634,-0.049155,0.00118979
FX 74-080,-0.055094,-0.006818,-0.096498,1.217178,0.009366,-0.261749,0.036251,0.019063,0.088142,0.012997,0.070239,-0.033076,0.001190736
M6 (65%),0.118262,-0.001571,0.070304,1.145265,-0.010774,-0.244941,0.03577,-0.117806,-0.002418,0.053419,-0.06237,0.016859,0.001192198
GOE 309 (MVA H.41) AIRFOIL,0.071187,-0.000157,0.328457,0.705721,0.010128,-0.234861,0.030841,0.053529,0.045845,0.026509,-0.079207,0.042008,0.00119318
CAL2263m,0.134084,-0.006838,0.004191,0.843582,0.0325,-0.146995,0.043511,0.012546,0.03596,0.034622,0.023666,-0.010827,0.001196588
GOE 308 (MVA H.40) AIRFOIL,0.121679,0.003486,0.292495,0.687398,0.026621,-0.267071,0.033656,0.084127,0.007461,0.051579,-0.03469,-0.006742,0.001196696
NACA 63-212 AIRFOIL,-0.010137,0.031115,-0.094361,1.165435,0.016728,0.009574,-0.037024,-0.159935,0.047231,0.028979,0.039561,-0.037167,0.001197814
CLARK Y AIRFOIL,0.140418,-0.006881,0.032109,0.801027,0.012623,-0.134993,0.044187,-0.007073,0.027905,0.040131,0.053102,-0.002556,0.001198362
GOE 619 AIRFOIL,0.210268,0.035188,0.01935,0.571767,0.005937,-0.00957,-0.022347,0.136242,0.017227,0.022627,0.015256,-0.001945,0.00119993
GOE 81 AIRFOIL,0.006987,0.051247,0.26491,0.777399,0.03224,-0.213751,-0.024408,0.113571,0.032371,-0.021186,0.025589,-0.044967,0.00120157
S5010,0.077513,0.065124,0.164614,0.986851,0.002376,-0.012034,-0.077489,-0.058496,-0.022177,-0.017474,-0.130383,0.021576,0.001203704
GOE 286 AIRFOIL,0.107429,0.055597,0.21227,0.802169,0.021766,-0.159345,-0.024293,0.008792,0.001691,0.007913,-0.012367,-0.021622,0.00120485
S8037 (16%),0.003819,-0.009766,0.09021,0.762079,0.041222,0.064084,0.027284,-0.031615,0.07822,-0.003382,-0.020825,-0.001331,0.00120507
NACA 64(2)-415,-0.079864,0.000127,-0.102779,1.046651,0.028465,0.095239,-0.009649,-0.105607,0.092877,-0.002806,0.087193,-0.049847,0.001207672
GOE 620 AIRFOIL,0.099204,0.005606,0.023235,0.323362,0.090335,0.112232,0.004027,0.1941,0.052444,0.02018,0.088986,-0.013711,0.001208378
AH 79-100 B AIRFOIL,-0.058096,0.002348,-0.099183,0.976513,0.013585,-0.08819,0.003993,0.008807,0.054978,-0.036931,0.30855,-0.086375,0.00120931
S4061-096-84,0.035993,0.017414,0.030302,0.947613,0.009436,-0.054651,-0.032072,0.052848,-0.002309,0.007245,0.00821,-0.020029,0.001211014
MRC-16,0.016079,-0.001816,0.055402,0.821274,0.027702,-0.031046,0.032048,-0.00472,0.060406,0.026098,-0.001728,0.0003,0.001211202
FX 84-W-175,-0.078669,-0.004723,0.057284,0.580877,0.01088,0.145779,-0.014175,0.137631,0.17118,-0.004627,0.059838,-0.061275,0.00121784
NACA 64-209,0.008776,0.023911,-0.102031,1.295581,0.023996,-0.136288,-0.01793,-0.174106,0.028493,0.060164,0.044005,-0.054571,0.001217966
GOE 419 AIRFOIL,0.026194,0.000461,0.124975,1.122312,0.001584,-0.300345,0.028106,0.001129,-0.006208,0.011773,-0.009978,-0.000003,0.001229934
HORSTMANN AND QUAST HQ-17/14.38 AIRFOIL (MEASURED),-0.103274,-0.00571,-0.023529,0.676401,0.107779,-0.10123,0.022334,0.025926,0.275865,0.033997,0.101667,-0.010226,0.001230476
GOE 284 AIRFOIL,0.049485,0.01269,0.255558,0.261244,0.013663,0.191376,-0.013482,0.133242,0.039348,-0.001455,0.01597,0.042362,0.001231018
DEFIANT CANARD BL110 AIRFOIL,-0.011932,-0.004786,0.194553,0.649419,0.027916,0.037133,0.010315,0.009204,0.092319,-0.005297,0.000814,0.000342,0.001231446
E220  (11.48%),0.057711,-0.003085,0.072633,0.994872,0.007026,-0.059425,0.004358,0.045539,0.032895,-0.017415,-0.141435,0.006326,0.001236192
MH 44  9.66%,0.157355,0.042772,0.013747,1.085183,0.007896,-0.10867,-0.028582,-0.065365,-0.023976,0.01244,-0.096015,0.003216,0.001238586
GOE 177 AIRFOIL,0.115031,0.007482,0.208425,0.794684,0.009852,-0.199515,0.004395,0.056144,-0.04024,0.025249,0.003782,0.014711,0.001239256
GOE 797 AIRFOIL,0.069241,0.006721,0.059114,0.510927,0.001918,0.002801,0.036729,0.136715,0.077614,0.041361,0.076562,-0.019704,0.001240942
GOE 692 AIRFOIL,0.082239,0.007664,0.058939,0.50578,0.006333,-0.003,0.03184,0.167682,0.085076,0.038578,0.063242,-0.044372,0.001241714
NACA 65-210,0.027758,0.011351,-0.112277,1.291151,0.00294,-0.187093,0.010753,-0.168077,0.110065,0.019328,0.037746,-0.043648,0.00124264
GOE 591 AIRFOIL,0.02472,-0.000004,0.155877,0.739792,0.01421,-0.073582,0.012729,0.09299,0.021118,0.002992,0.012016,-0.002859,0.001242994
PMC19 Smoothed,-0.004272,0.023908,0.243198,1.131171,0.005109,-0.109184,-0.015596,-0.26479,0.042525,-0.012905,0.000111,-0.039275,0.001244432
GOE 137 (MVA H.15) AIRFOIL,0.023717,0.016957,0.173922,0.890905,0.013587,-0.127733,-0.005598,0.034849,-0.024754,0.01418,-0.007987,-0.002045,0.00124486
USA 51 AIRFOIL,0.159007,0.0036,0.08063,0.986416,0.009786,-0.217954,0.035828,-0.109871,0.01658,0.027643,0.018706,-0.010371,0.0012463
GOE 693 AIRFOIL,0.111106,0.001683,0.003258,0.824297,0.016656,-0.132555,0.044287,0.03494,0.021091,0.054856,0.030109,-0.009729,0.00124633
GOE 676 (= M 12) AIRFOIL,0.080047,-0.000137,0.081685,0.898721,0.002941,-0.111849,0.034803,-0.074141,0.036741,0.062166,-0.012284,0.001306,0.001246574
RAF 28 AIRFOIL,0.066701,0.025715,-0.035171,1.107007,0.010234,-0.115962,-0.00034,-0.083663,-0.019207,0.050656,-0.012654,0.006682,0.00124658
GOE 549 AIRFOIL,-0.005814,-0.007125,0.116991,0.744802,0.008966,0.075188,0.005955,0.06451,0.004976,-0.039481,0.03519,-0.004157,0.00124758
GOE 359 AIRFOIL,0.03035,0.028274,0.232548,0.79531,0.022384,-0.15968,-0.018865,0.116029,-0.027736,0.010234,-0.00146,-0.027386,0.001249298
E591,0.141499,0.025342,-0.011038,0.292553,0.149811,0.081735,-0.031955,0.022724,0.018919,0.051192,0.292553,-0.033334,0.001249308
WORTMANN FX 63-137 AIRFOIL,-0.042118,0.042576,-0.119033,0.761417,0.105482,0.090087,-0.047872,-0.056955,0.040409,-0.018412,0.334456,-0.090036,0.001249798
GOE 143 (MVA H.20) AIRFOIL,0.19912,0.021905,0.133505,0.885827,0.032478,-0.269135,0.004292,-0.007047,-0.004927,0.030889,0.01953,-0.046438,0.001249882
AH 88-K-130/20,-0.080126,-0.005024,-0.07676,0.912584,0.061939,-0.164757,0.025765,-0.020768,0.242829,0.01937,0.121304,-0.036356,0.00125171
GOE 526 AIRFOIL,0.165654,0.003611,0.123047,0.622939,0.014914,-0.118718,0.017621,0.133109,0.052219,0.041654,-0.022391,-0.03366,0.001254204
GOE 155 (SSW D.1) AIRFOIL,0.075916,0.000787,0.194966,0.940665,-0.009219,-0.259203,0.022323,0.129779,0.003603,-0.025825,0.00358,-0.077371,0.001254708
GOE 439 AIRFOIL,0.048746,0.004811,0.176607,0.883456,0.010492,-0.176839,0.002553,0.095547,-0.022301,0.008027,0.032027,-0.063125,0.00125632
NACA 65(1)-412,-0.027887,-0.000541,-0.099643,1.145012,0.015984,-0.123657,0.017203,-0.116462,0.144918,0.01216,0.101763,-0.06885,0.001258938
AVISTAR,0.011297,0.000044,0.019014,0.906502,0.001657,0.000984,0.036492,-0.043269,0.038461,0.022808,0.007892,-0.001882,0.00125943
EPPLER 332 AIRFOIL,0.096332,0.007143,0.34223,0.728371,0.028868,-0.071154,0.001215,-0.03856,0.020662,0.0193,-0.173846,0.03944,0.001262768
AIRFOIL PROFILE12A 9.00%,0.117505,0.008155,-0.013747,1.064883,0.028641,-0.217702,0.022793,-0.195785,0.050095,0.061129,0.067989,0.006045,0.001264036
WORTMANN FX 77-W-153 AIRFOIL,0.032499,-0.000424,0.469826,0.389414,0.005483,0.148925,-0.011596,-0.007987,-0.018951,-0.016306,-0.04784,0.056956,0.00126492
NACA M10 AIRFOIL,0.066583,0.050337,0.062282,1.178404,0.010621,-0.256763,-0.017051,-0.123207,-0.016271,0.072241,-0.03382,0.006644,0.001265898
WB-140/35/FB 14%,0.121813,-0.019524,-0.043973,0.78395,0.012673,-0.066554,0.052505,0.100897,0.05157,0.022103,-0.014867,-0.000594,0.001267052
GOE 625 AIRFOIL,0.080217,0.00827,0.254594,0.091407,0.017394,0.163577,0.015891,0.207265,0.101289,0.00508,0.072236,-0.017219,0.001267202
S3024 9.84%,0.096251,0.004846,0.015641,0.977699,0.019618,-0.147145,0.013807,0.019872,0.015506,0.010637,-0.006868,-0.019863,0.001267962
GOE 681 AIRFOIL,0.190125,0.001639,0.16829,0.29012,0.028226,0.081481,0.002678,0.129981,0.067439,0.024137,0.01802,-0.002135,0.001270072
BOEING 106 AIRFOIL,0.046657,-0.008341,0.09182,0.779895,0.019016,-0.043177,0.029537,-0.001466,0.049797,0.02044,0.004629,0.011193,0.001272256
EPPLER 333 AIRFOIL,0.060245,0.008905,0.350987,0.676689,0.038851,-0.048658,-0.003416,-0.021685,0.019667,0.024501,-0.144805,0.03872,0.00127358
"NACA 63,3-418",-0.061483,0.004017,-0.076946,0.897096,0.015694,0.243171,-0.036039,-0.033376,0.085586,-0.009209,0.081405,-0.109915,0.001273824
GOE 458 AIRFOIL,0.037554,0.004584,0.026048,0.991649,-0.00185,-0.206538,0.01447,0.070714,-0.009376,0.005303,0.058238,0.009204,0.001278332
GOE 449 AIRFOIL,0.025441,0.000102,0.096058,0.309707,0.145211,0.039124,0.015888,0.170829,0.103633,0.083079,0.026614,-0.015685,0.001279346
NACA 63-215 AIRFOIL,-0.020651,0.000088,-0.102415,1.083008,0.004873,0.130664,-0.018099,-0.129069,0.05625,-0.002696,0.022119,-0.024072,0.001279666
GOE 257 AIRFOIL,0.022437,0.001245,0.154752,1.008729,0.001618,-0.191259,0.043709,-0.010152,-0.026589,0.003871,0.004752,-0.013113,0.001280998
E214  (11.1%),0.006569,0.002388,-0.094919,1.039167,0.006096,-0.097121,0.027587,-0.102824,0.038321,0.006848,0.232066,-0.064178,0.001281912
GOE 701 AIRFOIL,0.200652,0.00922,0.086911,0.528627,0.034899,-0.146395,0.024951,0.141022,0.063173,0.044523,0.020244,-0.007827,0.001282194
GOE 528 AIRFOIL,0.026349,0.000022,0.204748,0.551725,0.054619,-0.001147,0.000973,0.141201,0.012374,-0.026743,0.005042,0.030839,0.00128303
MB253515 15.0% smoothed,-0.003907,-0.013489,0.042717,0.811377,0.056023,0.010546,0.028722,-0.050834,0.093817,0.019862,-0.000954,0.006121,0.001286476
EPPLER 682 AIRFOIL,-0.015528,-0.001561,0.050493,0.671415,0.080249,-0.102403,0.019562,0.045285,0.236754,0.068393,-0.047703,-0.004957,0.00128745
S9037 (9%),0.088056,0.020421,0.039296,1.004668,0.003339,-0.141415,-0.006149,-0.020568,0.001125,0.004986,0.013358,-0.007117,0.001287854
SA7038,0.123479,0.031883,0.002837,0.967346,0.040888,-0.159099,-0.01456,-0.042708,0.005828,0.034108,0.042584,-0.032587,0.001289824
NACA 4412,0.103269,0.002697,0.021587,0.789088,0.013423,-0.105447,0.035856,0.009955,0.015676,0.036015,0.075217,0.002664,0.001293008
HQ 2.5/9 AIRFOIL,0.067221,0.044942,-0.078029,1.129052,0.077874,-0.191846,-0.012875,-0.151715,0.041797,0.023584,0.115094,-0.065098,0.001295448
GOE 174 (ALBATROS 5020) AIRFOIL,0.084993,0.066971,0.226131,0.752252,-0.000133,-0.159144,-0.039377,0.066788,0.000468,-0.017476,0.004813,0.013714,0.001297838
GOE 122 (MVA H.2) AIRFOIL,0.144895,0.008162,0.18073,0.900318,0.020782,-0.251,0.012997,-0.000358,0.002206,0.003549,-0.016792,-0.005488,0.001298372
CLARK-Y 11.7% smoothed,0.153419,-0.005961,0.030236,0.788728,0.038697,-0.147321,0.045737,0.006014,0.020309,0.045193,0.033151,-0.008201,0.00130015
MH 113  14.62%,0.007728,0.000409,0.013853,0.509052,0.051289,0.046397,0.000694,0.103617,0.094378,-0.030312,0.238167,-0.035272,0.001300154
GOE 402 AIRFOIL,0.028625,0.039583,0.30366,0.80452,0.025609,-0.198807,-0.02738,0.053777,-0.003446,-0.014552,-0.010249,-0.00134,0.001300488
GOE 405 AIRFOIL,0.021613,-0.010302,0.199898,0.561926,-0.005144,-0.118082,0.026609,0.184548,0.072124,0.005187,0.078285,-0.016662,0.001300714
HQ 1.5/8 AIRFOIL,0.111799,0.036276,-0.097518,1.278259,0.040132,-0.217559,-0.010054,-0.152567,0.018433,0.024881,0.028362,-0.060444,0.00130411
FX 76-MP-120,-0.074995,0.009553,0.029403,0.617557,0.016801,-0.071995,-0.00662,0.153155,0.175288,-0.043646,0.251058,-0.055558,0.001305684
M6 (85%),0.073456,-0.002673,0.142236,0.963576,-0.006313,-0.158004,0.036419,-0.079973,0.018986,0.049648,-0.051274,0.013918,0.001306392
EH 2.0/12,0.044526,0.082711,0.223701,0.804683,0.004324,0.026388,-0.079937,-0.108561,0.025001,0.04089,-0.084537,0.020809,0.001307334
MH 22  7.2%,0.095448,0.002613,0.050389,1.100809,0.021148,-0.148349,-0.021712,-0.081957,-0.038178,0.076211,-0.071339,0.014917,0.001308806
NACA 64-215 AIRFOIL,-0.042129,-0.002856,-0.106377,1.116834,0.010261,0.085208,-0.005926,-0.127646,0.087753,-0.000439,0.032861,-0.047545,0.001309754
GOE 101 AIRFOIL,0.060831,0.004698,0.150569,1.023378,0.007086,-0.201998,0.00324,-0.028461,-0.021981,0.000116,0.001162,0.00136,0.001312396
EPPLER 398 AIRFOIL,-0.041812,0.002084,-0.084794,0.707233,0.038806,0.117975,-0.034371,0.093755,0.047855,0.033533,0.143555,-0.023819,0.00131753
GOE 553 AIRFOIL,0.004308,0.003719,0.141603,0.707022,0.024748,0.124399,-0.022401,-0.003638,-0.007592,-0.050298,0.106092,-0.027962,0.001317624
GOE 585 AIRFOIL,0.261533,0.009187,0.045229,0.861721,0.051614,-0.293354,0.027658,0.002578,-0.004695,0.064468,-0.005753,-0.020186,0.001320988
MH 32  8.7%,0.126311,0.028552,-0.032355,1.074813,0.035464,-0.174903,-0.009811,-0.081547,0.002045,0.038299,0.00339,-0.010257,0.001323972
GOE 647 AIRFOIL,0.215987,-0.002592,0.193954,0.255227,0.101916,0.064991,-0.001048,0.152844,0.022624,0.007245,-0.008419,-0.002728,0.001324056
AG53,0.151924,0.048672,-0.022946,1.121117,0.01111,-0.1974,-0.023838,-0.123701,-0.004392,0.046369,0.008471,-0.015387,0.001324164
GOE 423 AIRFOIL,-0.060614,-0.007346,0.1197,0.535453,0.017005,0.091696,0.030221,0.153285,0.071749,0.02318,0.03722,-0.011551,0.001324874
NACA M12 AIRFOIL,0.079308,0.015482,0.067363,0.924146,-0.011338,-0.115464,0.030192,-0.083482,0.037327,0.054454,-0.013298,0.015311,0.00132547
S3014-095-85,0.120419,0.009193,0.029726,1.020021,0.015312,-0.138728,0.002411,-0.038659,0.002239,0.014104,-0.028592,-0.007447,0.001325968
GIII BL145 AIRFOIL,0.066662,0.00837,0.002963,1.242199,0.011742,-0.278975,0.031252,-0.170468,0.075481,0.03717,-0.01498,-0.011418,0.001326898
FX 73-CL1-152,0.031132,0.053075,0.363241,0.214553,-0.000869,0.278104,-0.110793,0.117474,-0.06889,0.016814,0.075078,0.031081,0.001327206
GOE 180 (MVA H.26) AIRFOIL,0.09401,0.008805,0.139381,0.868392,0.015307,-0.177587,0.016012,0.006706,-0.0247,0.027977,0.038185,-0.012488,0.00132734
GOE 632 AIRFOIL,0.051325,-0.003473,0.232515,0.580829,0.031795,-0.026711,0.026247,0.124867,0.044893,0.033353,-0.159816,0.064177,0.001328012
NACA 65(1)-212,-0.007197,-0.000611,-0.103571,1.23119,-0.000618,-0.110548,0.016841,-0.137899,0.116531,0.021756,0.037443,-0.063316,0.001329088
GOE 311 (MVA H.43) AIRFOIL,0.095691,0.015745,0.317499,0.489583,0.037814,-0.198414,0.001499,0.180685,0.004077,0.054638,-0.103584,0.104767,0.001329824
GOE 448 AIRFOIL,-0.076576,-0.005183,0.251829,0.216132,0.039702,-0.052168,0.019317,0.436316,0.097107,-0.037321,0.123714,-0.012868,0.001329934
GIII BL167 AIRFOIL,0.075328,0.000992,0.011137,1.229634,0.011664,-0.288111,0.038841,-0.167946,0.074568,0.043279,0.005208,-0.034594,0.001329936
NACA M5 AIRFOIL,0.090403,-0.002587,0.156362,1.014305,0.001126,-0.223515,0.039241,-0.096133,-0.001256,0.043375,-0.081455,0.060133,0.001330026
HQ 1.5/10 AIRFOIL,0.083133,0.071089,-0.084281,1.056012,0.101333,-0.148651,-0.04461,-0.203155,0.061028,0.055577,0.084749,-0.032226,0.00133048
NACA 64(3)-618,-0.160541,0.004223,-0.098691,0.860246,0.076695,0.231707,-0.024279,-0.054406,0.101059,-0.002328,0.13788,-0.071565,0.001335072
GOE 210 (DAIMLER) AIRFOIL,0.101669,0.02345,0.101713,1.064775,0.011439,-0.294343,0.009686,0.038033,0.011922,0.004523,0.026804,-0.099671,0.001335532
GOE 255 (MVA CA.6) AIRFOIL,0.026234,0.002127,-0.035745,0.546382,0.097804,0.183283,0.012331,0.150897,0.010169,0.009135,-0.002849,0.00023,0.001337812
GOE 329 (PFALZ 58) AIRFOIL,0.027185,0.001523,0.271691,0.712307,-0.003367,-0.17008,0.027325,0.092064,0.051604,-0.007707,0.066795,-0.069341,0.001341444
FX 66-H-60,0.207789,0.0197,0.217056,1.116639,0.016622,-0.278231,-0.002686,-0.200415,-0.035232,0.047708,-0.114877,0.005926,0.001341904
HQ 2.0/10 AIRFOIL,0.081919,0.040524,-0.074658,1.108226,0.050223,-0.168068,-0.009683,-0.180302,0.076513,0.007561,0.121746,-0.054002,0.001346364
E476,0.071369,0.000432,-0.073728,0.917723,0.008746,0.110452,0.00079,-0.154175,0.096085,0.033212,-0.009836,-0.00107,0.001346582
MH 115  11.06%,-0.017042,0.010333,-0.018704,0.836214,0.028239,-0.03377,-0.003488,0.02604,0.022526,-0.009215,0.164679,-0.005811,0.00134691
NACA M11 AIRFOIL,0.110599,0.002909,0.070916,1.093635,-0.002587,-0.237484,0.034873,-0.114152,0.003084,0.049391,-0.019448,0.008263,0.001347512
NACA 64(2)-215,-0.03763,-0.002781,-0.106618,1.109164,0.009026,0.081578,-0.005469,-0.130922,0.093547,-0.002512,0.03239,-0.039773,0.001347962
EPPLER 361 AIRFOIL,0.039829,0.000246,0.133494,0.938693,0.00444,-0.049712,0.009853,-0.122043,0.063496,0.015664,-0.058028,0.024069,0.001353554
HQ 2.0/9 AIRFOIL,0.09257,0.010859,-0.081932,1.207578,0.028628,-0.194106,0.015139,-0.158822,0.041337,0.007438,0.088533,-0.057223,0.001354886
AH 93-157,-0.041521,-0.004298,0.109102,0.573455,0.087911,-0.024012,0.012178,0.114963,0.1812,0.052639,-0.062232,0.000614,0.001355082
EPPLER 485 AIRFOIL,0.084566,-0.000999,0.053331,0.932354,0.013214,-0.063285,0.014102,-0.137912,0.074082,0.049889,-0.036218,0.016876,0.001356868
GOE 167 (V.KARMAN PROP.2) AIRFOIL,-0.006309,0.000244,0.224807,0.86095,-0.006616,-0.110631,0.02289,0.005944,0.000818,-0.012977,0.022091,-0.001211,0.001357746
GOE 408 AIRFOIL,0.0934,0.000968,0.140187,1.008728,0.003539,-0.298893,0.068041,-0.034346,-0.016294,0.013297,0.036797,-0.015423,0.00135792
S5020,0.087112,0.028299,0.206846,1.002714,0.004704,-0.083562,-0.046327,-0.05245,-0.010655,-0.033436,-0.130075,0.026829,0.001358172
E477,0.087181,0.005831,-0.077652,0.983407,0.003636,0.093562,-0.007078,-0.165443,0.049402,0.038507,-0.013001,0.001649,0.00135874
GOE 654 AIRFOIL,0.079419,-0.00203,0.244764,0.445192,0.064264,0.067869,-0.0065,0.096408,0.009839,-0.00572,0.013083,-0.006589,0.001358862
74-130 WP2 MOD,-0.068877,0.002428,0.003266,0.913041,0.014513,-0.1423,0.008219,0.049601,0.232789,0.0019,0.037644,-0.052224,0.001360502
EPPLER 328 AIRFOIL,0.028434,-0.000435,0.334351,0.633767,0.042192,-0.009893,0.003933,-0.095842,0.075505,0.03888,-0.100009,0.049118,0.001361066
CURTISS CR-1 AIRFOIL,0.173818,-0.000132,0.121836,0.526165,0.013488,-0.118842,0.018747,0.164084,0.056872,0.046339,0.001517,-0.003892,0.001363578
EPPLER 639 AIRFOIL,0.007446,0.001601,0.408731,0.554673,0.046507,0.011101,-0.002843,0.004173,0.016318,-0.013367,-0.071238,0.036899,0.001366294
GOE 303 (FRIEDRICHSHAFEN G03) AIRFOIL,0.128425,0.003808,0.180451,0.672462,0.039225,-0.216809,0.036206,0.12587,0.025608,0.004017,0.035458,-0.03472,0.001370696
GOE 389 AIRFOIL,0.067581,0.000374,0.092995,0.862459,0.01698,-0.09087,0.015413,0.035236,-0.032111,0.026867,0.009238,-0.004163,0.001370832
GOE 630 AIRFOIL,-0.011796,-0.000317,0.292142,0.41632,0.026992,-0.002036,0.00067,0.230381,0.040217,-0.05188,0.048692,0.010616,0.00137149
EPPLER 1230 AIRFOIL,0.073544,0.001035,0.201561,0.462122,0.092652,0.110131,0.01489,-0.062776,0.047556,0.032556,0.091165,-0.064437,0.001372586
EPPLER 327 AIRFOIL,0.053571,-0.000133,0.332158,0.67641,0.034578,-0.028171,0.008224,-0.123161,0.076805,0.03381,-0.129718,0.065628,0.001375126
